Time,Accel_x,Accel_y,Accel_z,PitchSpeed,YawSpeed,RollSpeed
7/26/2018 3:29:13 PM,0.08664429,-0.9940801,-0.06555626,13.4,11.05,49.05
7/26/2018 3:29:13 PM,0.08664429,-0.9940801,-0.06555626,13.4,11.05,49.05
7/26/2018 3:29:13 PM,0.08664429,-0.9940801,-0.06555626,10.8,11,48.35
7/26/2018 3:29:13 PM,0.08664429,-0.9940801,-0.06555626,10.8,11,48.35
7/26/2018 3:29:13 PM,0.08658266,-0.993373,-0.07558803,10.3,10.7,48.35
7/26/2018 3:29:13 PM,0.08658266,-0.993373,-0.07558803,10.3,10.7,48.35
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,9.95,10.5,48.45
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,9.95,10.5,48.45
7/26/2018 3:29:13 PM,0.08658266,-0.993373,-0.07558803,10.65,9.95,48.85
7/26/2018 3:29:13 PM,0.08658266,-0.993373,-0.07558803,10.65,9.95,48.85
7/26/2018 3:29:13 PM,0.08319631,-0.9938828,-0.0726317,12,10.1,49.35
7/26/2018 3:29:13 PM,0.08319631,-0.9938828,-0.0726317,12,10.1,49.35
7/26/2018 3:29:13 PM,0.08401798,-0.993761,-0.07334903,11.7,10.1,48.55
7/26/2018 3:29:13 PM,0.08401798,-0.993761,-0.07334903,11.7,10.1,48.55
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,11.65,9.8,48.1
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,11.65,9.8,48.1
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,11.35,10.4,44.35
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,11.35,10.4,44.35
7/26/2018 3:29:13 PM,0.1035948,-0.9919214,-0.07321324,12.15,9.25,49.8
7/26/2018 3:29:13 PM,0.1035948,-0.9919214,-0.07321324,12.15,9.25,49.8
7/26/2018 3:29:13 PM,0.09381998,-0.9928883,-0.07328461,13.8,9.35,48.5
7/26/2018 3:29:13 PM,0.09381998,-0.9928883,-0.07328461,13.8,9.35,48.5
7/26/2018 3:29:13 PM,0.08658266,-0.993373,-0.07558803,14.65,9.8,48.95
7/26/2018 3:29:13 PM,0.08658266,-0.993373,-0.07558803,14.65,9.8,48.95
7/26/2018 3:29:13 PM,0.1067448,-0.9914204,-0.07543946,13.9,10.3,49.2
7/26/2018 3:29:13 PM,0.1067448,-0.9914204,-0.07543946,13.9,10.3,49.2
7/26/2018 3:29:13 PM,0.09667861,-0.9924467,-0.07551755,12.45,10.3,47.4
